Date,Time,CarState,Actual Mode,Message,BattLevel,Batt Limit,Pwr2Grid,Charge Power,Phases,Charge Active
2022-05-28,11:14:29,Car unplugged,1,"IDLE, waiting for event ... ",86,95,5.3,0.09,1,False
2022-05-28,11:14:31,Car ready,3,SOLAR CHARGE active ,86,95,2.2,3.15,1,False
2022-05-28,11:21:31,CAR CHARGING,3,SOLAR CHARGE active ,86,95,2.3,3.11,1,True
2022-05-28,11:31:31,CAR CHARGING,3,SOLAR CHARGE active ,87,95,0.3,2.92,1,True
2022-05-28,11:41:42,CAR CHARGING,3,SOLAR CHARGE active ,87,95.0,2.9,3.08,1,True
2022-05-28,11:51:42,CAR CHARGING,3,SOLAR CHARGE active ,88,95.0,2.4,1.98,1,True
2022-05-28,12:01:42,CAR CHARGING,3,SOLAR CHARGE active ,-1,95.0,2.0,0.0,1,True
2022-05-28,12:02:08,Error reading car,1,"IDLE, waiting for event ... ",-1,95.0,2.0,0.0,1,True
2022-05-28,12:04:30,Car ready,3,SOLAR CHARGE active ,88,95,5.0,0.0,1,False
2022-05-28,12:11:43,CAR CHARGING,3,SOLAR CHARGE active ,88,95,0.1,2.92,1,True
2022-05-28,12:18:55,CAR CHARGING,1,"IDLE, waiting for event ... ",88,95,0.0,1.7,1,False
2022-05-28,12:40:40,Car ready,1,User Exit App,89,95,-2.0,0.0,1,False
2022-05-29,20:36:32,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-29,20:38:09,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-29,20:38:13,---,1,"IDLE, waiting for event ... ",96,95,-0.1,0.0,1,False
2022-05-29,20:38:20,Car ready,1,User Exit App,96,95,-0.1,0.0,1,False
2022-05-29,20:40:35,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-29,20:40:40,---,1,"IDLE, waiting for event ... ",96,95,-0.2,0.0,1,False
2022-05-29,20:40:42,Car ready,1,User Exit App,96,95,-0.2,0.0,1,False
2022-05-29,20:41:37,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-29,20:41:41,---,1,"IDLE, waiting for event ... ",96,95,-0.2,0.0,1,False
2022-05-29,20:41:42,Car ready,1,User Exit App,96,95,-0.2,0.0,1,False
2022-05-29,20:41:53,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-29,20:41:57,---,1,"IDLE, waiting for event ... ",96,95,-0.2,0.0,1,False
2022-05-29,20:41:58,Car ready,1,User Exit App,96,95,-0.2,0.0,1,False
2022-05-29,20:44:48,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-29,20:44:52,---,1,"IDLE, waiting for event ... ",96,95,-0.2,0.0,1,False
2022-05-29,20:45:41,Car ready,1,User Exit App,96,95,-0.2,0.0,1,False
2022-05-30,10:44:51,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-30,10:44:53,---,0,CAR UNPLUGGED ,0,95,4.0,0,0,False
2022-05-30,10:48:24,Car unplugged,0,User Exit App,0,95,3.9,0,0,False
2022-05-30,10:48:28,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-30,10:48:32,---,0,CAR UNPLUGGED ,96,95,4.0,0,0,False
2022-05-30,11:05:35,Car unplugged,0,User Exit App,96,98.0,4.1,0,0,False
2022-05-30,11:05:59,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-30,11:06:03,---,0,CAR UNPLUGGED ,96,98,4.1,0,0,False
2022-05-30,11:08:13,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-30,11:08:18,---,0,CAR UNPLUGGED ,96,98,4.2,0,0,False
2022-05-30,11:14:11,Car unplugged,0,User Exit App,96,98,4.4,0,0,False
2022-05-30,11:14:15,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-30,11:14:21,---,0,CAR UNPLUGGED ,96,98,4.4,0,0,False
2022-05-30,11:15:33,Car unplugged,0,User Exit App,96,98,4.4,0,0,False
2022-05-30,11:15:36,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-30,11:15:41,---,0,CAR UNPLUGGED ,96,98,4.4,0,0,False
2022-05-30,11:19:41,Car unplugged,0,User Exit App,96,98,4.4,0,0,False
2022-05-30,11:19:46,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-30,11:20:25,---,0,CAR UNPLUGGED ,96,98,4.5,0,0,False
2022-05-30,11:21:58,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-30,11:22:03,---,0,CAR UNPLUGGED ,96,98,4.5,0,0,False
2022-05-30,11:25:36,Car unplugged,0,User Exit App,96,97.0,4.6,0,0,False
2022-05-30,11:25:39,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-30,11:25:44,---,0,CAR UNPLUGGED ,96,97,4.6,0,0,False
2022-05-30,11:26:33,Car unplugged,0,User Exit App,96,97,4.6,0,0,False
2022-05-30,11:27:27,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-30,11:27:32,---,0,CAR UNPLUGGED ,96,97,4.6,0,0,False
2022-05-30,11:27:40,Car unplugged,0,User Exit App,96,97,4.6,0,0,False
2022-05-30,11:28:24,---,1,Power ON ,0,0,0,0.0,0,False
2022-05-30,11:28:29,---,0,CAR UNPLUGGED ,96,97,4.6,0,0,False
2022-05-30,12:10:13,Car unplugged,0,User Exit App,96,97,2.9,0,0,False
2022-06-01,11:54:30,---,1,Power ON ,0,0,0,0.0,0,False
2022-06-01,11:54:37,---,0,CAR UNPLUGGED ,96,97,5.1,0,0,False
2022-06-01,11:54:43,Car unplugged,0,User Exit App,96,97,5.1,0,0,False
2022-06-01,11:55:38,---,1,Power ON ,0,0,0,0.0,0,False
2022-06-01,11:57:25,---,1,Power ON ,0,0,0,0.0,0,False
2022-06-01,11:57:29,---,0,CAR UNPLUGGED ,96,97,5.6,0,0,False
2022-06-01,11:57:33,Car unplugged,0,User Exit App,96,97,5.6,0,0,False
2022-06-01,11:59:43,---,1,Power ON ,0,0,0,0.0,0,False
2022-06-01,12:00:42,---,1,Power ON ,0,0,0,0.0,0,False
2022-06-01,12:01:55,---,1,Power ON ,0,0,0,0.0,0,False
2022-06-01,12:04:59,---,1,Power ON ,0,0,0,0.0,0,False
2022-06-01,12:05:32,---,1,Power ON ,0,0,0,0.0,0,False
2022-06-01,12:06:18,---,1,Power ON ,0,0,0,0.0,0,False
2022-06-01,12:14:34,---,1,Power ON ,0,0,0,0.0,0,False
2022-06-01,12:15:00,---,1,Power ON ,0,0,0,0.0,0,False
2022-06-01,12:15:04,---,0,CAR UNPLUGGED ,96,97,-0.3,0,0,False
2022-06-01,12:15:14,Car unplugged,0,User Exit App,96,97,-0.3,0,0,False
2022-06-04,16:33:18,---,1,Power ON ,0,0,0,0.0,0,False
2022-06-04,16:33:22,---,0,CAR UNPLUGGED ,96,97,2.7,0,0,False
2022-06-04,16:35:11,Car unplugged,0,User Exit App,96,97,2.7,0,0,False
2022-06-04,16:37:09,---,1,Power ON ,0,0,0,0.0,0,False
2022-06-04,16:37:15,---,0,CAR UNPLUGGED ,96,97,2.6,0,0,False
2022-06-04,16:42:11,Car unplugged,0,User Exit App,96,97,2.6,0,0,False
2022-06-10,15:52:19,---,1,Power ON ,0,0,0,0.0,0,False
2022-06-10,15:52:25,---,1,"IDLE, waiting for event ... ",54,97,3.2,0.07,1,True
2022-06-10,15:52:25,CAR CHARGING,1,"IDLE, waiting for event ... ",54,97,3.2,0.07,1,True
2022-06-10,15:52:31,Car ready,1,User Exit App,54,97,3.2,0.07,1,True
2022-06-10,15:53:56,---,1,Power ON ,0,0,0,0.0,0,False
2022-06-10,15:54:00,---,1,"IDLE, waiting for event ... ",54,97,3.3,0.0,1,False
2022-06-10,15:54:01,Car ready,1,User Exit App,54,97,3.3,0.0,1,False
2022-08-09,16:08:23,---,1,Power ON ,0,0,0,0.0,0,False
2022-08-09,16:08:28,---,1,"IDLE, waiting for event ... ",90,97,3.1,0.0,1,False
2022-08-09,16:08:52,Car ready,1,User Exit App,90,90.0,3.1,0.0,1,False
2022-08-09,16:18:55,---,1,Power ON ,0,0,0,0.0,0,False
2022-08-09,16:19:00,---,1,"IDLE, waiting for event ... ",90,90,3.0,0.0,1,False
2022-08-09,16:19:06,Car ready,1,User Exit App,90,90,3.0,0.0,1,False
2022-08-09,16:21:03,---,1,Power ON ,0,0,0,0.0,0,False
2022-08-09,16:21:08,---,1,"IDLE, waiting for event ... ",90,90,2.9,0.0,1,False
2022-08-09,16:21:09,Car ready,1,User Exit App,90,90,2.9,0.0,1,False
2022-08-09,16:35:01,---,1,Power ON ,0,0,0,0.0,0,False
2022-08-09,16:35:08,---,1,"IDLE, waiting for event ... ",90,90,2.8,0.0,1,False
2022-08-09,16:35:12,Car ready,1,User Exit App,90,90,2.8,0.0,1,False
2022-08-09,16:40:05,---,1,Power ON ,0,0,0,0.0,0,False
2022-08-09,16:40:15,---,1,"IDLE, waiting for event ... ",90,90,2.6,0.0,1,False
2022-08-09,16:40:17,Car ready,1,User Exit App,90,90,2.6,0.0,1,False
2022-08-09,17:30:47,---,1,Power ON ,0,0,0,0.0,0,False
2022-08-09,17:30:54,---,1,"IDLE, waiting for event ... ",90,90,1.8,0.0,1,False
2022-08-09,17:30:56,Car ready,1,User Exit App,90,90,1.8,0.0,1,False
2022-08-09,17:31:02,---,1,Power ON ,0,0,0,0.0,0,False
2022-08-09,17:31:08,---,1,"IDLE, waiting for event ... ",90,90,1.8,0.0,1,False
2022-08-09,17:31:09,Car ready,1,User Exit App,90,90,1.8,0.0,1,False
2022-08-09,17:39:17,---,1,Power ON ,0,0,0,0.0,0,False
2022-08-09,17:39:23,---,1,"IDLE, waiting for event ... ",90,90,1.7,0.0,1,False
2022-08-09,17:39:27,Car ready,1,User Exit App,90,90,1.7,0.0,1,False
2022-08-09,17:50:33,---,1,Power ON ,0,0,0,0.0,0,False
2022-08-09,17:50:40,---,1,"IDLE, waiting for event ... ",90,90,1.4,0.0,1,False
2022-08-09,17:51:06,Car ready,1,User Exit App,90,90,1.4,0.0,1,False
2022-08-09,17:51:14,---,1,Power ON ,0,0,0,0.0,0,False
2022-08-09,17:51:19,---,1,"IDLE, waiting for event ... ",90,90,1.4,0.0,1,False
2022-08-09,17:51:47,Car ready,1,User Exit App,90,90,1.4,0.0,1,False
2022-08-09,18:03:59,---,1,Power ON ,0,0,0,0.0,0,False
2022-08-09,18:04:05,---,1,"IDLE, waiting for event ... ",90,90,1.1,0.0,1,False
2022-08-09,18:04:12,Car ready,1,User Exit App,90,90,1.1,0.0,1,False
2022-09-07,14:57:35,---,1,Power ON ,0,0,0,0.0,0,False
2022-09-07,14:57:39,---,1,"IDLE, waiting for event ... ",-1,90,2.3,0.0,1,False
2022-09-07,14:59:28,---,1,Power ON ,0,0,0,0.0,0,False
2022-09-07,14:59:33,---,1,"IDLE, waiting for event ... ",-1,90,1.9,0.0,1,False
2022-09-07,15:00:07,Error reading car,1,User Exit App,-1,90,1.9,0.0,1,False
2022-09-07,15:01:41,---,1,Power ON ,0,0,0,0.0,0,False
2022-09-07,15:01:45,---,1,"IDLE, waiting for event ... ",-1,90,2.0,0.0,1,False
2022-09-07,15:06:22,---,1,Power ON ,0,0,0,0.0,0,False
2022-09-07,15:06:26,---,1,"IDLE, waiting for event ... ",-1,90,2.4,0.0,1,False
2022-09-07,15:09:56,---,1,Power ON ,0,0,0,0.0,0,False
2022-09-07,15:09:59,---,1,"IDLE, waiting for event ... ",-1,90,2.5,0.0,1,False
2022-09-07,15:10:50,---,1,Power ON ,0,0,0,0.0,0,False
2022-09-07,15:11:46,---,1,Power ON ,0,0,0,0.0,0,False
2022-09-07,15:11:52,---,1,Power ON ,0,0,0,0.0,0,False
2022-09-07,15:12:00,---,1,Power ON ,0,0,0,0.0,0,False
2022-09-07,15:12:07,---,1,"IDLE, waiting for event ... ",-1,90,2.6,0.0,1,False
2022-09-07,15:24:09,---,1,Power ON ,0,0,0,0.0,0,False
2022-09-07,15:24:30,---,1,"IDLE, waiting for event ... ",-1,90,2.9,0.0,1,False
2022-09-07,15:25:30,---,1,Power ON ,0,0,0,0.0,0,False
2022-09-07,15:25:33,---,1,"IDLE, waiting for event ... ",-1,90,4.5,0.0,1,False
2022-09-07,15:33:20,---,1,Power ON ,0,0,0,0.0,0,False
2022-09-07,15:33:23,---,1,"IDLE, waiting for event ... ",-1,90,3.2,0.0,1,False
2022-09-07,19:08:49,---,1,Power ON ,0,0,0,0.0,0,False
2022-09-07,19:08:56,---,1,"IDLE, waiting for event ... ",90,91,-0.2,0.0,1,False
2022-09-07,19:08:57,Car ready,1,User Exit App,90,91,-0.2,0.0,1,False
2022-10-25,10:53:25,---,1,Power ON ,0,0,0,0.0,0,False
2022-10-25,10:54:27,---,1,"IDLE, waiting for event ... ",0,91,1.7,0.0,0,False
2022-11-05,10:41:47,---,1,Power ON ,0,0,0,0.0,0,False
2022-11-05,10:42:49,---,1,"IDLE, waiting for event ... ",0,91,0.3,0.0,0,False
2022-11-05,10:47:02,---,1,Power ON ,0,0,0,0.0,0,False
2022-11-05,10:50:27,---,1,Power ON ,0,0,0,0.0,0,False
2022-11-05,11:07:11,---,1,Power ON ,0,0,0,0.0,0,False
2022-11-05,11:08:13,---,1,Power ON ,0,0,0,0.0,0,False
2022-11-05,11:08:20,---,1,"IDLE, waiting for event ... ",77,91,0.1,0.0,1,False
2022-11-05,11:08:27,Car ready,1,User Exit App,77,91,0.1,0.0,1,False
2022-11-05,11:09:18,---,1,Power ON ,0,0,0,0.0,0,False
2022-11-05,11:09:29,---,1,"IDLE, waiting for event ... ",77,91,0.1,0.0,1,False
2022-11-05,11:10:08,Car ready,1,User Exit App,77,91,0.1,0.0,1,False
2022-11-07,10:43:17,---,1,Power ON ,0,0,0,0.0,0,False
2022-11-07,10:45:28,---,1,Power ON ,0,0,0,0.0,0,False
2022-11-07,10:45:35,---,1,"IDLE, waiting for event ... ",46,91,1.3,0.0,1,False
2022-11-09,14:46:29,---,1,Power ON ,0,0,0,0.0,0,False
2022-11-09,14:47:00,---,1,Power ON ,0,0,0,0.0,0,False
2022-11-09,14:48:17,---,1,Power ON ,0,0,0,0.0,0,False
2022-11-09,14:50:14,---,1,Power ON ,0,0,0,0.0,0,False
2022-11-09,14:52:45,---,1,Power ON ,0,0,0,0.0,0,False
2022-11-09,14:55:50,---,1,Power ON ,0,0,0,0.0,0,False
2022-11-09,14:58:24,---,1,Power ON ,0,0,0,0.0,0,False
2022-11-09,14:58:54,---,1,Power ON ,0,0,0,0.0,0,False
2022-11-09,15:01:38,---,1,Power ON ,0,0,0,0.0,0,False
2022-11-09,15:02:49,---,1,Power ON ,0,0,0,0.0,0,False
2022-11-09,15:05:14,---,1,Power ON ,0,0,0,0.0,0,False
2022-11-09,15:07:47,---,1,"IDLE, waiting for event ... ",68,91,-0.1,0.0,1,False
2022-11-09,15:09:48,Car ready,4,FORCED charge initiated ,68,84,-0.1,0.0,1,False
2022-11-09,15:09:55,Car ready,5,FORCED charge active ,68,84,-0.1,0.0,1,False
2022-11-09,15:10:14,CAR CHARGING,5,FORCED charge active ,68,84,-0.1,2.31,1,True
2022-11-09,15:10:31,CAR CHARGING,6,FORCED charge stopped ,68,84,-0.1,2.31,1,True
2022-11-09,15:10:37,CAR CHARGING,1,"IDLE, waiting for event ... ",68,84,-0.1,2.37,1,False
2022-11-09,15:21:21,---,1,Power ON ,0,0,0,0.0,0,False
2022-11-09,15:21:25,---,1,"IDLE, waiting for event ... ",68,91,-1.9,0.0,1,False
2022-11-09,15:55:26,---,1,Power ON ,0,0,0,0.0,0,False
2022-11-09,15:55:30,---,1,"IDLE, waiting for event ... ",68,91,-2.3,0.0,1,False
2022-11-09,15:55:57,Car ready,4,FORCED charge initiated ,68,84,-2.3,0.0,1,False
2022-11-09,15:55:59,Car ready,5,FORCED charge active ,68,84,-2.3,0.0,1,False
2022-11-09,15:56:18,CAR CHARGING,5,FORCED charge active ,68,84,-2.3,2.3,1,True
2022-11-09,15:56:50,CAR CHARGING,6,FORCED charge stopped ,68,84,-4.6,2.35,1,True
2022-11-09,15:57:00,CAR CHARGING,1,"IDLE, waiting for event ... ",68,84,-4.6,2.36,1,False
2022-11-09,15:57:29,Car ready,1,User Exit App,68,91,-4.6,0.0,1,False
2022-11-10,10:16:44,---,1,Power ON ,0,0,0,0.0,0,False
2022-11-10,10:16:48,---,1,"IDLE, waiting for event ... ",68,91,-0.6,0.0,1,False
2022-11-10,10:16:52,Car ready,1,User Exit App,68,91,-0.6,0.0,1,False
2023-08-30,16:05:03,---,1,Power ON ,0,0,0,0.0,0,False
2023-08-30,16:05:07,---,1,"IDLE, waiting for event ... ",90,90,3.0,0.0,1,False
2023-08-30,16:05:26,Car ready,1,User Exit App,90,90,3.0,0.0,1,False
2023-08-30,16:25:32,---,1,Power ON ,0,0,0,0.0,0,False
2023-08-30,16:25:36,---,1,"IDLE, waiting for event ... ",90,90,2.8,0.0,1,False
2023-08-30,16:30:42,---,1,Power ON ,0,0,0,0.0,0,False
2023-08-30,16:30:46,---,1,"IDLE, waiting for event ... ",90,90,2.9,0.0,1,False
2023-08-30,16:31:10,Car ready,1,User Exit App,90,90,2.9,0.0,1,False
